Index,Sample Index,Original Filename,Sample Name,Sample ID,Sample Comment,Sample Type,Acquisition Date & Time,Rack Number,Plate Number,Vial Number,Dilution Factor,Injection Volume,Operator Name,Acq. Method Name,IS,Component Name,Component Index,Component Comment,IS Comment,Mass Info,IS Mass Info,IS Name,Component Group Name,Conc. Units,Failed Query,IS Failed Query,Outlier Reasons,Peak Comment,IS Peak Comment,Actual Concentration,IS Actual Concentration,Concentration Ratio,Expected RT,IS Expected RT,Integration Type,IS Integration Type,Area,IS Area,Corrected Area,IS Corrected Area,Area Ratio,Height,IS Height,Corrected Height,IS Corrected Height,Height Ratio,Area / Height,IS Area / Height,Corrected Area/Height,IS Corrected Area/Height,Region Height,IS Region Height,Quality,IS Quality,Retention Time,IS Retention Time,Start Time,IS Start Time,End Time,IS End Time,Total Width,IS Total Width,Width at 50%,IS Width at 50%,Signal / Noise,IS Signal / Noise,Baseline Delta / Height,IS Baseline Delta / Height,Modified,Relative RT,Used,Calculated Concentration,Accuracy,Start Time at 5%,End Time at 5%,Width at 5%,Start Time at 10%,End Time at 10%,Width at 10%,Slope of Baseline,Tailing Factor,Asymmetry Factor,Ion Ratio,Expected Ion Ratio,Points Across Baseline,Points Across Half Height
1,1,D:\User Data\Linda\LINDA_BenNRAex_011120\Samples\NADmetA_10_new.wiff (sample 1),NADmetA_10_new,,,Unknown,11/01/2020 18:42,1,1,10,1,5,6500PLUS\User,NADmetabolites_updatedRT.dam,FALSE,NMN_0_0,1,,N/A,335.2 / 123.1,N/A,(No IS),,,FALSE,FALSE,,,N/A,N/A,N/A,N/A,12.3,N/A,Baseline,N/A,31602649.63,N/A,31602649.63,N/A,N/A,2388525.73,N/A,2388525.73,N/A,N/A,13.23102751,N/A,13.23102751,N/A,2349063,N/A,1,N/A,12.35984327,N/A,12.10435,N/A,13.2421,N/A,1.13775,N/A,0.169926082,N/A,111.2046891,N/A,0.02099789,N/A,FALSE,N/A,TRUE,<1 points,N/A,12.20023075,12.84772789,0.647497137,12.21253555,12.67611559,0.463580045,44081.74028,2.287933974,2.588142298,N/A,N/A,32,6
2,1,D:\User Data\Linda\LINDA_BenNRAex_011120\Samples\NADmetA_10_new.wiff (sample 1),NADmetA_10_new,,,Unknown,11/01/2020 18:42,1,1,10,1,5,6500PLUS\User,NADmetabolites_updatedRT.dam,FALSE,NR_0_0,2,,N/A,255.0 / 123.0,N/A,(No IS),,,FALSE,FALSE,,,N/A,N/A,N/A,N/A,2.5,N/A,Baseline,N/A,18535324.82,N/A,18535324.82,N/A,N/A,475821.7437,N/A,475821.7437,N/A,N/A,38.95434596,N/A,38.95434596,N/A,425578,N/A,1,N/A,2.737222307,N/A,2.053583333,N/A,3.5059,N/A,1.452316667,N/A,0.619967982,N/A,123.4655582,N/A,0.068384853,N/A,FALSE,N/A,TRUE,<1 points,N/A,2.183886752,3.469809756,1.285923004,2.21647157,3.388806483,1.172334913,22404.89333,1.232837243,1.397682116,N/A,N/A,55,25
3,1,D:\User Data\Linda\LINDA_BenNRAex_011120\Samples\NADmetA_10_new.wiff (sample 1),NADmetA_10_new,,,Unknown,11/01/2020 18:42,1,1,10,1,5,6500PLUS\User,NADmetabolites_updatedRT.dam,FALSE,NaR_0_0,3,,N/A,256.0 / 124.0,N/A,(No IS),,,FALSE,FALSE,,,N/A,N/A,N/A,N/A,7.6,N/A,Manual,N/A,22259.82978,N/A,22259.82978,N/A,N/A,835.8869184,N/A,835.8869184,N/A,N/A,26.63019278,N/A,26.63019278,N/A,992,N/A,0.838135573,N/A,8.048470734,N/A,7.5750149,N/A,8.578043267,N/A,1.003028367,N/A,0.47562932,N/A,26.45567824,N/A,0.16284428,N/A,TRUE,N/A,TRUE,<1 points,N/A,7.596654342,8.593333333,0.996678991,7.602218427,8.593333333,0.991114906,135.7084281,1.471711039,1.975889942,N/A,N/A,37,18
4,1,D:\User Data\Linda\LINDA_BenNRAex_011120\Samples\NADmetA_10_new.wiff (sample 1),NADmetA_10_new,,,Unknown,11/01/2020 18:42,1,1,10,1,5,6500PLUS\User,NADmetabolites_updatedRT.dam,FALSE,NaMN_0_0,4,,N/A,336.1 / 123.8,N/A,(No IS),,,FALSE,FALSE,,,N/A,N/A,N/A,N/A,12.3,N/A,Baseline,N/A,1497748.987,N/A,1497748.987,N/A,N/A,111773.1949,N/A,111773.1949,N/A,N/A,13.39989421,N/A,13.39989421,N/A,110198,N/A,1,N/A,12.35923345,N/A,11.86463333,N/A,13.16003333,N/A,1.2954,N/A,0.173704837,N/A,97.4710056,N/A,0.018796993,N/A,FALSE,N/A,TRUE,<1 points,N/A,12.18776263,12.83640985,0.648647218,12.21143027,12.66056073,0.449130461,1621.892852,2.106398244,2.446814384,N/A,N/A,33,6
5,1,D:\User Data\Linda\LINDA_BenNRAex_011120\Samples\NADmetA_10_new.wiff (sample 1),NADmetA_10_new,,,Unknown,11/01/2020 18:42,1,1,10,1,5,6500PLUS\User,NADmetabolites_updatedRT.dam,FALSE,NR_B,5,,N/A,255.0 / 78.0,N/A,(No IS),,,FALSE,FALSE,,,N/A,N/A,N/A,N/A,2.5,N/A,Baseline,N/A,2905722.898,N/A,2905722.898,N/A,N/A,75698.40975,N/A,75698.40975,N/A,N/A,38.38552101,N/A,38.38552101,N/A,68230,N/A,1,N/A,2.737276721,N/A,2.053583333,N/A,3.485683333,N/A,1.4321,N/A,0.61991747,N/A,112.2195097,N/A,0.062801848,N/A,FALSE,N/A,TRUE,<1 points,N/A,2.179436295,3.472402219,1.292965924,2.221056425,3.387926203,1.166869778,3319.600587,1.362746624,1.696238534,N/A,N/A,54,25
6,1,D:\User Data\Linda\LINDA_BenNRAex_011120\Samples\NADmetA_10_new.wiff (sample 1),NADmetA_10_new,,,Unknown,11/01/2020 18:42,1,1,10,1,5,6500PLUS\User,NADmetabolites_updatedRT.dam,FALSE,NR_C,6,,N/A,255.0 / 238.2,N/A,(No IS),,,FALSE,FALSE,,,N/A,N/A,N/A,N/A,2.5,N/A,Baseline,N/A,2740.835,N/A,2740.835,N/A,N/A,440.3228924,N/A,440.3228924,N/A,N/A,6.224602553,N/A,6.224602553,N/A,567,N/A,0.291149242,N/A,2.200955113,N/A,2.120266667,N/A,2.320333333,N/A,0.200066667,N/A,0.127589548,N/A,2.825270875,N/A,0.426959405,N/A,FALSE,N/A,TRUE,<1 points,N/A,2.132234972,2.320333333,0.188098362,2.135346151,2.320333333,0.184987182,939.6867711,1.718367771,2.583598127,N/A,N/A,7,6
7,1,D:\User Data\Linda\LINDA_BenNRAex_011120\Samples\NADmetA_10_new.wiff (sample 1),NADmetA_10_new,,,Unknown,11/01/2020 18:42,1,1,10,1,5,6500PLUS\User,NADmetabolites_updatedRT.dam,FALSE,NaR_B,7,,N/A,256.0 / 238.2,N/A,(No IS),,,FALSE,FALSE,,,N/A,N/A,N/A,N/A,7.6,N/A,Baseline,N/A,5127.41,N/A,5127.41,N/A,N/A,965.3245168,N/A,965.3245168,N/A,N/A,5.31159202,N/A,5.31159202,N/A,832,N/A,0.685975092,N/A,7.277274226,N/A,7.214283333,N/A,7.34535,N/A,0.131066667,N/A,0.109132939,N/A,5.027109467,N/A,0.215471581,N/A,FALSE,N/A,TRUE,<1 points,N/A,7.21731921,7.34535,0.12803079,7.218373827,7.34535,0.126976173,1586.978637,0.602795933,0.207654019,N/A,N/A,7,7
8,1,D:\User Data\Linda\LINDA_BenNRAex_011120\Samples\NADmetA_10_new.wiff (sample 1),NADmetA_10_new,,,Unknown,11/01/2020 18:42,1,1,10,1,5,6500PLUS\User,NADmetabolites_updatedRT.dam,FALSE,NaAD_B,8,,N/A,665.0 / 136.0,N/A,(No IS),,,FALSE,FALSE,,,N/A,N/A,N/A,N/A,11.3,N/A,Manual,N/A,28107546.99,N/A,28107546.99,N/A,N/A,672041.7485,N/A,672041.7485,N/A,N/A,41.82410847,N/A,41.82410847,N/A,596443,N/A,1,N/A,10.90138142,N/A,10.55265369,N/A,12.21979885,N/A,1.667145161,N/A,0.741761238,N/A,58.185065,N/A,0.009461542,N/A,TRUE,N/A,TRUE,<1 points,N/A,10.61088053,12.09622682,1.485346286,10.62573483,11.98173766,1.356002831,3814.035678,2.873905521,4.567310094,N/A,N/A,44,21
9,1,D:\User Data\Linda\LINDA_BenNRAex_011120\Samples\NADmetA_10_new.wiff (sample 1),NADmetA_10_new,,,Unknown,11/01/2020 18:42,1,1,10,1,5,6500PLUS\User,NADmetabolites_updatedRT.dam,FALSE,NaAD_0_0,9,,N/A,665.0 / 428.1,N/A,(No IS),,,FALSE,FALSE,,,N/A,N/A,N/A,N/A,11.3,N/A,Baseline,N/A,26855389.27,N/A,26855389.27,N/A,N/A,664100.7462,N/A,664100.7462,N/A,N/A,40.43872774,N/A,40.43872774,N/A,597591,N/A,1,N/A,10.88941772,N/A,10.5074,N/A,12.29613333,N/A,1.788733333,N/A,0.742487487,N/A,67.49901822,N/A,0.023899988,N/A,FALSE,N/A,TRUE,<1 points,N/A,10.60772891,12.07981697,1.472088057,10.62475896,11.96077038,1.336011421,8873.318177,2.813934963,4.463342398,N/A,N/A,47,21
10,1,D:\User Data\Linda\LINDA_BenNRAex_011120\Samples\NADmetA_10_new.wiff (sample 1),NADmetA_10_new,,,Unknown,11/01/2020 18:42,1,1,10,1,5,6500PLUS\User,NADmetabolites_updatedRT.dam,FALSE,NAM_0_0,10,,N/A,122.8 / 79.8,N/A,(No IS),,,FALSE,FALSE,,,N/A,N/A,N/A,N/A,1.66,N/A,Baseline,N/A,112840620.7,N/A,112840620.7,N/A,N/A,4810501.76,N/A,4810501.76,N/A,N/A,23.45714155,N/A,23.45714155,N/A,4938132,N/A,0.886383672,N/A,1.660689245,N/A,1.460166667,N/A,2.653833333,N/A,1.193666667,N/A,0.336096956,N/A,1732.580518,N/A,0.152014912,N/A,FALSE,N/A,TRUE,<1 points,N/A,1.476388415,2.653833333,1.177444918,1.486790898,2.653833333,1.167042436,612623.2896,2.798621526,4.836405657,N/A,N/A,37,12
